Sr. No.,Roman News Items,Label
1789,yemen ky sanaa mai haal mai huwe hamla ki nhi hai yeh tasver gaza ki purani photo viral,FAKE
1790,greta thunberg ko hazaf shuda tweet ky bary mai gumrahkun surkhiyon ky sath nishana bnaya gya,FAKE
1791,cm yogi aditya nath ki hand pump sy pani pety huwe tasver ky sath ki gai cher chaar viral post gumrahkun hai,FAKE
1792,farooq abdullah ka ye bhajan gany ka video dafa 370 ky mansukh hony sy pehly ka hai,FAKE
1793,is nujawan ki tasver nhi hai writers ki wahid photo of the year 2021 viral dawa gumrahkun hai,FAKE
1794,2013 ki ralley mai zakhmi huwe imran khan ka video huwa gumrahkun dawa ky sath viral,FAKE
1795,shaam mai 2014 mai zakhmi huwe bachy ki tasver ko palestine ki bta kr kia ja raha viral,FAKE
1796,bangladesh mai tashadud ki bta kr ki ja rahi hai west bengal ky skan mandir ki purani tasvir viral,FAKE
1797,chhattisgarh ky mazhabi jalus mai paish aye mamla ka nhi hai koi firqawarana angle gumrahkun post hui viral,FAKE
1798,dehli university mai huwe tulba tanzeemon ky darmiyan tasadum ki tasver kia ja raha gumrahkun dawa ky sath viral,FAKE
1799,helicopter crash ki ye tasver kashmir ky adhampur ki nhi balky 2017 ki hai,FAKE
1800,bihar ky muharram jalus ky video ko kia ja raha hai galt dawa ky sath viral,FAKE
1801,muzaffarnagar mahapanchayat ki nhi hai ye viral taswer purani photo galt dawa ky sath viral,FAKE
1802,greece ki photo ko algeria ki btaty huwe kia ja raha share,FAKE
1803,sardar vallabh bhai patel ki janib sy di gai dawat ki tasver nehru iftaar party ky naam sy viral,FAKE
1804,ranko singh ko ipl mai pehla moqa kings eleven punjab ny dia tha gumrahkun dawa viral,FAKE
1805,khawateen par tashadud ky purany video ko kia ja raha pakistan ky atty ky bohraan sy jorty huwe viral,FAKE
1806,aansu gas shell ki purani tasver ko kia ja raha zaman park sy jorty huwe viral,FAKE
1807,pakistan mai viral kia ja raha pm modi ka 2016 ka video pakistani hukmaranon par ki thi baat,FAKE
1808,asmaan mai nazar arahy hazron parindon ka ye video ukraine ky kaif ka nhi balky america ka hai,FAKE
1809,2017 mai siyahfam khaton par custody mai huwe hamla ky video ko kia ja raha gumrahkun dawa ky sath viral,FAKE
1810,thai small flight mai hindustaniyon ky darmiyan hui larai ky video ko pakistan ky leader ki pitai ka btaty huwe kia ja raha viral,FAKE
1811,islam qabool krty huwe nazar araha ye shakhs argentina ka goal keeper nhi hai,FAKE
1812,saudiarab ny nhi lgai masjid ky loud speakers par pabndi viral dawa gumrahkun hai,FAKE
1813,drone par nazar arahy is shakhs ka ye video fifa worldcup 2022 ka nhi hai,FAKE
1814,kalma parhny waly in logon ka video fifa worldcup 2022 ka nhi hai,FAKE
1815,purana video ho raha dehli mai aye zalzaly ky khatky ka btaty huwe viral,FAKE
1816,pakistani sahafi hamid mir ka ye video imran khan par huwe hamly sy pehly ka hai viral dawa gumrahkun hai,FAKE
1817,hospital mai chalty huwe nazar arahy imran khan ka ye video august 2021 ka hai,FAKE
1818,imran khan par huwe hamly ky baad ka nhi hai un ka ye video dawa gumrahkun hai,FAKE
1819,video mai iraq mai performance art dikhaya gya hai jis mai dikhaya gya hai keh kis trha yazeedi khawateen ko islamic state group ny farokht kia tha,FAKE
1820,apny aqeeda ki waja sy nhi balky ehtejaj ky doraan logon ny tory thy solar penal video gumrahkun dawa ky sath huwa mashriq e wusta sy viral,FAKE
1821,kashmir ky kupwara mai dukanon mai lgi agg ka nhi hai bhartiya foj sy koi taluq farzi post ho rahi viral,FAKE
1822,virat kohli ko award dy rahy shakhs rishi sonak nhi former cricketer ashish nehra hain,FAKE
1823,giraftari ki purani video gumrahkun tor par pakistani rehnuma ky dora saudiarab sy munsalik hai,FAKE
1824,amir khan ki ex wife kiran rao ki teen saal purani tasver current bta kr ki ja rahi share,FAKE
1825,gujarat ky businessman mahesh sewani har saal krty hain yateem larkiyon ki shadi viral post ka dawa gumrahkun hai,FAKE
1826,paltu kutty par huwe cheety ky hamla ka purana video huwa balakot ka btaty huwe gumrahkun dawa krty sath viral,FAKE
1827,irani muzahiren ny kia tha murtaza muthari ky mujasmy ko nazar e atish ayat ullah khaminai ka btaty huwe viral kia ja raha dawa gumrahkun hai,FAKE
1828,video game ka ak hissa huwa russian army par ukraine ka hamla btaty huwe viral,FAKE
1829,baramula mai huwe haliya encounter ki nhi hain ye tasavir gumrahkun hai dawa,FAKE
1830,tv drama ky ak hisy ko kia ja raha iran ka asal waqiya btaty huwe viral,FAKE
1831,guzishta roz sham ky samundar mai immigrants ki ship dubny ki nhi hai ye tasver 2016 ki photo gumrahkun hawaly sy viral,FAKE
1832,insanon ky chehry par rehny wali demodex nami makhluq ki nhi hai ye taswer dawa gumrahkun hai,FAKE
1833,2015 ki turkiye ki tasver ko kia ja raha halia shaami hadsa sy jor kr viral,FAKE
1834,china ki building mai lgi agg sy nhi hui 600 logon ki mot american sazish aur dunya ki chothi sab sy unchi building hony ka dawa bhi farzi hain,FAKE
1835,hakumat ny gas ki qeematon mai 75 fisad izafa nhi kia,FAKE
1836,viral video mai nazar arahy bazurg ka 109 saal ki umer mai ho chuka hzi inteqal,FAKE
1837,afganistan mai huwe haliya hamla ki nhi hai yeh taswir purani photo gumrahkun dawa ky sath ki ja rahi share,FAKE
1838,kashmir mai atishbazi ky purany video ko asia cup mai hindustan ki haar sy jor kr gumrahkun dawa ky sath kia ja raha share,FAKE
1839,2018 ky spain selab ky video ko kia ja raha karachi ka btaty huwe viral,FAKE
1840,streat light mai parhai krty bachy ki bajnor ki ye tasver egypt ky hawaly sy viral,FAKE
1841,garhy sy khaton ko nikalny ka video up ka nhi dehli ka hai,FAKE
1842,shikar krty huwe leopard ka uttrakhand ka ye video islamabad ky hawaly sy viral,FAKE
1843,afganistan selab mai huwe helicopter rescue ka video balochistan ky gumrahkun dawa ky sath viral,FAKE
1844,ghaziabad ky school ky video ko dehli sy jor kr galt dawa ky sath kia ja raha share,FAKE
1845,haal mai kabul masjid hamla ki nhi hai ye tasver 2019 ki photo gumrahkun haliya btaty huwe viral,FAKE
1846,amir khan ki press meet ki photo laal singh chadha film ki screening ki bta kr ho rahi viral,FAKE
1847,musanif salman rushdi abhi hain zeer e ilaj mot sy juri khabren farzi hain,FAKE
1848,2018 mai shaya huwe article ka screenshot imran khan ki haliya jeet ky baad huwa gumrahkun dawa ky sath viral,FAKE
1849,bangladesh mai dukanon mai lgi agg ki tasaver farzi firqawarana dawa ky sath ho rahi viral,FAKE
1850,stats department ny mardam shumari ky liye abhi koi online portal shuru nhi kia,FAKE
1851,afganistan mai huwe helicopter hadsa ky purany video ko pakistan ka bta kr kia ja raha viral,FAKE
1852,shadi ki taqreeb mai firing ky video ko madrisa ky naam par kia gya viral,FAKE
1853,sadar jamhuriya draupadi murmu ki nhi hai ye tasvir dawa gumrahkun hai,FAKE
1854,andhra pradesh ky purany video ko kia ja raha telangana ka halia rescue video btaty huwe viral,FAKE
1855,agahi ky maqasid sy bnaya gya scripted video firqawarana dawa ky sath kia ja raha share,FAKE
1856,billi ky sath bachi ki ye taswer haal mai bangladesh mai aye selab ki nhi balky barson purani hai,FAKE
1857,congress ki udypur chantan chivyer ki tasver ko gumrahkun dawa ky sath kia gya viral,FAKE
1858,viral tasweer mai nazar arahy shakhs nhi hain muskan khan ky walid gumrahkun post hui viral,FAKE
1859,saiyarah zehl saturn ki ye tasveer asal nhi balky digitally tayar ki gai hai,FAKE
1860,jammu o kashmir ky video ko pakistan ka bta kr kia ja raha hai viral,FAKE
1861,suit case mai bachi ky ighwa ka ye video asal nhi balky scripted hai,FAKE
1862,baraf mai lady bison ki america ki taswer pakistan ky gumrahkun dawa ky sath viral,FAKE
1863,kolkata police ky naam sy viral is urdu sign board ky sath kia ja raha dawa gumrahkun hai,FAKE
1864,imarat e sharia ky sadar mufti sohail ahmed qasmi ko maarny ki dhamki ka dawa gumrahkun hai,FAKE
1865,babri masjid ki tameer ko ly kr akhilesh yadav ny nhi kia koi tweet viral tweet farzi hai,FAKE
1866,zakir naik ko hindustan lany ka dawa farzi nikla,FAKE
1867,2020 ki makkah ki tasvir ko haal mai hony waly hajj ki tasweer samjhty huwe kia ja raha viral,FAKE
1868,manali ki purani tasver ko siyahon ki halia bheer ky naam par kia ja raha viral,FAKE
1869,himachal pradesh ky 2018 landsliding ky video ko kia ja raha haal hi ka bta kr viral,FAKE
1870,isro ky director ky ohdy par faiz nhi hui hain scientist khusho mirza viral post gumrahkun hai,FAKE
1871,takte toofan ky mumbai ky video ko kia ja raha gujarat ka bta kr share,FAKE
1872,yeh viral video lakhnow ka nhi hai,FAKE
1873,saudiarab sy aye oxygen tanker ka nhi hai ye video gumrahkun post social media par viral,FAKE
1874,hazur ﷺ ky rozah mubarik ky naam sy viral ki jari tasver madina ky aajaib ghar mai mojud model ki hai,FAKE
1875,bagair mask pehny huwe logon ko police van mai dalny ka ye video madhiya pradesh ka hai,FAKE
1876,rajasthan ky wazeer e aala ashok gehlot ky purany video ko haal ka bta kr kia ja raha hai viral,FAKE
1877,bihar mai huwe bus hadsa mai bsf jawanon ki nhi hui mot gumrahkun dawa ho raha viral,FAKE
1878,tezpur litchon ko gi tag 2015 mai mila haal hi mai nhi gumrah kun post ho rahi viral,FAKE
1879,chandrasekhar rawan aur vinay dube ky mazhab ko ly kr phelaye ja rahy viral post ka dawa farzi hai,FAKE
1880,"jab tarqeen e watan martha ky vineyard par pohanchy, unhon ny national guard ko bulaya aur 24 hours ky andar unhen mulk badar kr dia",FAKE
1881,ak tasweer mai jeffrey epstein ko char larkon ky sath sahil samundar par dikhaya gya hai,FAKE
1882,video mai muzahireen ky zarye HAARP tabah hota dikhata hai,FAKE
1883,bud light ky transgender social media par asar andaz krny waly delin malwani ky sath shirakat ky baad Anheuser Busch ky CEO ny istefa dy dia,FAKE
1884,american public school azadi ka ilan nhi parhaty,FAKE
1885,dr anthony fauci ky retire hony k baad sy ab tak koi nai corona virus mukhtalif halteen nhi hain,FAKE
1886,"report sabit krti hai keh 2022 mai corona virus ki vaccine 300,000 izafi amwat ka sabab bni",FAKE
1887,sadar trump sarkari tor par siyasi qedi hain,FAKE
1888,ak video mai dikhaya gya hai keh sadar joe biden larki jesa libas pehny choty larky ky sath hawai jahaz sy utar rahy hain,FAKE
1889,video clip sy pta chalta hai keh tennesse mai muzahireen ny riasat captal floor par apna rasta bnaya,FAKE
1890,FedNow program ki kagzi currency ko tabdeel krny ja raha hai,FAKE
1891,trump ky waqeel ki traf sy apny moaqal ki begunahi sabit krny k baad pelosi ak bachy ki trha roti hai,FAKE
1892,brittney griner ki herankun nazarbandi ki tasweer online leak hogain,FAKE
1893,solar companies ko bagair kisi khalis lagat ky solar panel dyna hongy,FAKE
1894,DO black credit card logon ki zindagiyon ko control krny ki hukumati sazish ka hissa hai,FAKE
1895,video mai dikhaya gya hai keh sadar joe biden hawai adon ky bary mai mustehkam jesus ny kaha,FAKE
1896,"nishan pakry huwe shakhs ki tasveer mai shooter ko dikahya hai jisny nish will,tennesse ky ak school mai chey afrad ko halak kr dia hai",FAKE
1897,tasaweer north carolina ky sahil e samundar par ak azeem safaid shark ko dikhati hain,FAKE
1898,video china mai zombie virus phelny ko zahir krti hai,FAKE
1899,mosmiyati tabdeli corporations ki waja sy life mai tabdeeli ky patent ka istemal  krti hai,FAKE
1900,taasweer dikhati hain keh putin ko giraftar kr lia gya hai,FAKE
1901,"ham jins paraston ki dating app grinder ka kehna hai keh agar florida ham jins paraston aur transphobic qawanen ko manzur krna band nhi krta hai, to wo har us republican qanun saz aur party ohdedar ko zahir kren gy jo khufiya tor par app istemal krty hain",FAKE
1902,congress ny bazabta tor par tiktok par pabandi lga di hai,FAKE
1903,trump ny abhi stormy daniels ka ak bombshell khaat share hai jis mai DA brage ky case ko debunk gya hai,FAKE
1904,"is hafty japan mai ak aala robotics company mai, foji applications ky liye tayar kiye jany waly char robot ny lab mai 29 insanon ko halak kr dia",FAKE
1905,new delhi vishwas news reserve bank of india ky rbi ky 2000 rupee ky notes ko gardish sy wapis leny ky faisly ky baad social media users ye dawa kr rahy hain keh logon ko ab ak note bharna pary ga,FAKE
1906,delhi ky wazeer e taleem atishi ka mcd school ka moaina krty huwe video ko gumrahkun dawa ky sath share kia ja raha hai,FAKE
1907,bihar ky wuzra ka taleem sy mutaliq viral paigham gumrahkun,FAKE
1908,new delhi vishwas news bhojpuri actress akanksha dubey ki mot ky baad sy jo varanasi ky ak hotel mai murda pai gai thin un ky kai videos social media par viral ho rahy hain,FAKE
1909,sehat ki dekh bhal ki khidmaat par panch fisad service tax ky bary mai viral khaat 2011 ka hai,FAKE
1910,khatut gumrahkun tor par saudiarab ki aalmi rehnumaon ky istaqbal ki taqreebat ka moazna krti hain,FAKE
1911,kaan ky dard aur sar dard ko kaam krny ky liye lehsan ka istemal na kren viral post gumrahkun hai,FAKE
1912,covid xbb variant par viral post gumrahkun hai,FAKE
1913,hath ki warzish ka muzahira krny wala shakhs batra hospital sy dr bajaj nhi hai viral video misleading hai,FAKE
1914,sans leny ka ye test lungs health ya oxygen level ki paimaish nhi krta viral video gumrah kun hai,FAKE
1915,viral post mai galt istemal ki gai tasver yeh sabit nhi krti hai keh monkey pox ak dhokha hai viral post gumrahkun hai,FAKE
1916,sar dard ky liye almond spray sy behtr kaam krny ka dawa krna misleading hai,FAKE
1917,lehsan kaan ky infection ka ilaj hai sar dard gumrahkun hai mahireen ny viral hony waly dawy ko mustarid kr dia,FAKE
1918,covid 19 ky ilaj ky liye doctors ki traf sy counter ky bagair khud medicines recommend nhi ki jati hain viral post misleading hai,FAKE
1919,siddharth shukla ky akhri lamhaat ky tor par share ki gai seerhiyon sy girny waly aadmi ki purani aur ghair mutaliqa video,FAKE
1920,makhan ky istemal sy ankhon ki bimariyan thik hony ka dawa krny wali post gumrahkun hai,FAKE
1921,aluminum foil mai paka huwa khana khany ka dawa krny ky baad alzheimer ki bemari gumrahkun hai,FAKE
1922,viral post mai dikhaya gya x-ray sehat ki halat hai aam chota bacha scan nhi hai,FAKE
1923,apple seeds mai cyanide hota hai lekin ye itna zeharila nhi hota keh kisi shakhs ko maar skta hai viral post gumrahkun hai,FAKE
1924,china ny dhamki di hai keh agar nancy pelosi ny taiwan ka dora to un ky tyary ko maar giraye ga,FAKE
1925,maricopa county ki taraf sy faraham krda qalam arizona primary mai dhandli ki sazish ka hissa hain,FAKE
1926,behar e oqkianus ny biden ki manfi taraqi ki maeeshat ki khamosh juraat ky unwan sy ak kahani shaya ki,FAKE
1927,abigail spinberger police groups ko defend krny sy hazaron ki tadad mai jama ho rahi hai kyun keh wo police ko defend krny ki himayat krti hai,FAKE
1928,ap electric car ki battery sy sholon par pani nhi daal skty kyun keh pani lithium ko jala deta hai,FAKE
1929,janty hain keh wo hamesha alzheimers ky mareezon mai paty hain? Dimag mai zarorat sy zyada aluminum janen keh ap ky jisam mai aluminum ka zakhera hota hai? Floride,FAKE
1930,cancer ka ilaj jisy rife machine kaha jata hai 1934 mai daryaft huwa,FAKE
1931,bachon ki gajren bleach mai bhigo di jati hain aur cancer ka sabab ban skti hain,FAKE
1932,shadeed garmi ky liye apny july ky red alert mai uk met office ny khabardar keh zyada darjah hararat khoon ky jamny ka sabab ban skta hai,FAKE
1933,"ak jackson, tennessee, mulazim ajj subh fentanyl ky sath dollar ky bill ko sambhalny sy inteqal kr gya",FAKE
1934,monkeypox ki vaccine taqseem ki gai hai aur usy pfizer sird un mumalik mai gardish kr raha hai jahan technocrate great reset ko agy barhany ky liye istemal ja raha hai,FAKE
1935,hospital ki janib sy mulazmeen ky liye chothi corona virus vaccine lazmi qarar deny ky baad ak hi hospital ky teen doctor ak hi hafty mai achanak maar gaye,FAKE
1936,doctor brix ny corona virus vaccines ky bary mai dhun tabdel ki hai aur tasleem hai keh vaccine kam nhi krti hain,FAKE
1937,canada mai puri banking system band ho raha hai,FAKE
1938,west texas aur south east maxico ky ak choty ilaqy mai agly 200 saloon tak america ko endhan deny ky liye kafi oil mojud hai,FAKE
1939,behar e oqkianus mai plankton 90 fesad khatam ho chuka hai,FAKE
1940,germany ky climate maps media ko climate change ky mubalgha ameez asrat dikhaty hain,FAKE
1941,white house ab lafz kasaad bazari ki tareef badal kr joe biden ko bachany ki koshish kr raha hai,FAKE
1942,Val Demings ny police ko khatam krny ko socha samjha,FAKE
1943,netflix ky 30 mint dekhny sy paida hony wala ikhraj taqreeban 4 mile drive krny ky brabar hai,FAKE
1944,scene: Joe Manchin and AARP Medicare sy raqam ko ghair mutaliqa sarqari programon ya beema kunindgan ky munafa ko paid krny ki traf morny ky liye hukumati qeematon ky tayuun ki schemes ki himayat krty hain,FAKE
1945,agar zameen par mojud har fard sirf recycle kry plastic ky tinky ka istemal band kr dy aur electric car chala dy to 100 coorporations ab bhi kal global emissions ka 70 fisad paida kren gi,FAKE
1946,jill biden ny shandar dakhla leny ky baad sadar joe biden ka corona virus ka musbat tajurbah,FAKE
1947,new york times ny ak qadamat pasand karkun ky super diarrhea ky bary mai report,FAKE
1948,sadar joe biden samet democrates ny oil ki gharelu khudai band kr di jis sy petrol ki qeematen barh gain,FAKE
1949,tennessee ki adalat ka hukam hai keh tax dahindgan ki mali aaanat sy chalny waly idary asy nishanaat lga skty hain jin par likha huwa keh yahudiyon ki ijazat nhi,FAKE
1950,green wood park mall mai banduq bardar CIA ka asasa tha,FAKE
1951,texas ky ak kisan ko joe biden hony ka bahana kr ky ghair qanuni illegal ko muft mazduri ky liye istemal krny par giraftar gya tha,FAKE
1952,video mai dikhaya gya hai keh joe biden saudia arab mai hony wali arab conference mai so rahy hain,FAKE
1953,ak tasvir mai numainda Marjorie Taylor Greene ko ak saleeb ky samny dikhaya gya hai jis par sabiq sadar donald trump ka mujasma hai,FAKE
